2020-11-02 21:31:58 ,          1.06 , 14 , DUAL , system_under_observation, html , 00006_sqld360_323688_cpxtnxvgabn6b_1a_1_system_under_observation.html
2020-11-02 21:31:58 ,          0.05 , 2 , V$DATABASE , identification, html , 00007_sqld360_323688_cpxtnxvgabn6b_1a_2_identification.html
2020-11-02 21:31:58 ,          0.01 , 5 , V$VERSION , version, html , 00008_sqld360_323688_cpxtnxvgabn6b_1a_3_version.html
2020-11-02 21:31:59 ,          0.49 , 1 , V$DATABASE , database, html , 00009_sqld360_323688_cpxtnxvgabn6b_1a_4_database.html
2020-11-02 21:31:59 ,          0.02 , 2 , GV$INSTANCE , instance, html , 00010_sqld360_323688_cpxtnxvgabn6b_1a_5_instance.html
2020-11-02 21:31:59 ,          0.04 , 2 , GV$SYSTEM_PARAMETER2 , modified_parameters, html , 00011_sqld360_323688_cpxtnxvgabn6b_1a_6_modified_parameters.html
2020-11-02 21:31:59 ,          0.05 , 163 , GV$SYSTEM_PARAMETER2 , nondefault_parameters, html , 00012_sqld360_323688_cpxtnxvgabn6b_1a_7_nondefault_parameters.html
2020-11-02 21:31:59 ,          0.21 , 791 , GV$SYSTEM_PARAMETER2 , all_parameters, html , 00013_sqld360_323688_cpxtnxvgabn6b_1a_8_all_parameters.html
2020-11-02 21:31:59 ,          0.02 , 8 , V$SPPARAMETER , parameter_file, html , 00014_sqld360_323688_cpxtnxvgabn6b_1a_9_parameter_file.html
2020-11-02 21:32:01 ,          1.34 , 0 , GV$SYSTEM_PARAMETER2 , system_parameters_change_log, html , 00015_sqld360_323688_cpxtnxvgabn6b_1a_10_system_parameters_change_log.html
2020-11-02 21:32:01 ,          0.02 , 13 , SYS.AUX_STATS$ , system_stats, html , 00016_sqld360_323688_cpxtnxvgabn6b_1a_11_system_stats.html
2020-11-02 21:32:01 ,          0.01 , 0 , DBA_RSRC_IO_CALIBRATE , io_calibration, html , 00017_sqld360_323688_cpxtnxvgabn6b_1a_12_io_calibration.html
2020-11-02 21:32:01 ,          0.01 , 0 , DBA_RSRC_IO_CALIBRATE , nondefault_fix_controls, html , 00018_sqld360_323688_cpxtnxvgabn6b_1a_13_nondefault_fix_controls.html
2020-11-02 21:32:01 ,          0.06 , 1134 , V$SYSTEM_FIX_CONTROL , all_fix_controls, html , 00019_sqld360_323688_cpxtnxvgabn6b_1a_14_all_fix_controls.html
2020-11-02 21:32:01 ,          0.02 , 28 , V$OPTIMIZER_PROCESSING_RATE , optimizer_processing_rate, html , 00020_sqld360_323688_cpxtnxvgabn6b_1a_15_optimizer_processing_rate.html
2020-11-02 21:32:01 ,          0.01 , 17 , NLS_SESSION_PARAMETERS , session_parameters, html , 00021_sqld360_323688_cpxtnxvgabn6b_1e_16_session_parameters.html
2020-11-02 21:32:01 ,          0.02 , 17 , NLS_INSTANCE_PARAMETERS , instance_parameters, html , 00022_sqld360_323688_cpxtnxvgabn6b_1e_17_instance_parameters.html
2020-11-02 21:32:01 ,          0.00 , 20 , NLS_DATABASE_PARAMETERS , database_parameters, html , 00023_sqld360_323688_cpxtnxvgabn6b_1e_18_database_parameters.html
2020-11-02 21:32:01 ,          0.18 , 16 , V$PARAMETER2 , systemwide_observations, html , 00024_sqld360_323688_cpxtnxvgabn6b_1f_19_systemwide_observations.html
2020-11-02 21:32:03 ,          1.06 , 4 , V$SQL_PLAN , cursors_and_plans_specific_observations, html , 00025_sqld360_323688_cpxtnxvgabn6b_1f_20_cursors_and_plans_specific_observations.html
2020-11-02 21:32:04 ,          1.13 , 9 , DBA_TABLES , tablelevel_observations, html , 00026_sqld360_323688_cpxtnxvgabn6b_1f_21_tablelevel_observations.html
2020-11-02 21:32:04 ,          0.01 , 1 , V$SQLTEXT_WITH_NEWLINES , sql_text, html , 00030_sqld360_323688_cpxtnxvgabn6b_2a_26_sql_text.html
2020-11-02 21:32:04 ,          0.01 , 1 , DBA_HIST_SQLTEXT , sql_text_from_awr, html , 00031_sqld360_323688_cpxtnxvgabn6b_2a_27_sql_text_from_awr.html
2020-11-02 21:32:04 ,          0.09 , 2 , GV$SQL , sql_performance_summary, html , 00032_sqld360_323688_cpxtnxvgabn6b_2b_28_sql_performance_summary.html
2020-11-02 21:32:04 ,          0.04 , 2 , GV$SQL , sql_statistics_from_memory, html , 00033_sqld360_323688_cpxtnxvgabn6b_2b_29_sql_statistics_from_memory.html
2020-11-02 21:32:04 ,          0.04 , 2 , GV$SQLSTATS , sql_statistics_from_memory_sqlstats, html , 00034_sqld360_323688_cpxtnxvgabn6b_2b_30_sql_statistics_from_memory_sqlstats.html
2020-11-02 21:32:05 ,          0.08 , 6 , GV$SQL_PLAN_STATISTICS_ALL , sql_plan_statistics_from_memory, html , 00035_sqld360_323688_cpxtnxvgabn6b_2b_31_sql_plan_statistics_from_memory.html
2020-11-02 21:32:05 ,          0.03 , 2 , GV$SQLSTATS_PLAN_HASH , sql_plan_statistics_from_memory_sqlstats, html , 00036_sqld360_323688_cpxtnxvgabn6b_2b_32_sql_plan_statistics_from_memory_sqlstats.html
