2020-11-02 22:27:16 ,          0.79 , 14 , DUAL , system_under_observation, html , 00006_sqld360_323688_fgn8tub10g4ja_1a_1_system_under_observation.html
2020-11-02 22:27:16 ,          0.03 , 2 , V$DATABASE , identification, html , 00007_sqld360_323688_fgn8tub10g4ja_1a_2_identification.html
2020-11-02 22:27:16 ,          0.01 , 5 , V$VERSION , version, html , 00008_sqld360_323688_fgn8tub10g4ja_1a_3_version.html
2020-11-02 22:27:16 ,          0.52 , 1 , V$DATABASE , database, html , 00009_sqld360_323688_fgn8tub10g4ja_1a_4_database.html
2020-11-02 22:27:16 ,          0.02 , 2 , GV$INSTANCE , instance, html , 00010_sqld360_323688_fgn8tub10g4ja_1a_5_instance.html
2020-11-02 22:27:16 ,          0.01 , 2 , GV$SYSTEM_PARAMETER2 , modified_parameters, html , 00011_sqld360_323688_fgn8tub10g4ja_1a_6_modified_parameters.html
2020-11-02 22:27:16 ,          0.06 , 163 , GV$SYSTEM_PARAMETER2 , nondefault_parameters, html , 00012_sqld360_323688_fgn8tub10g4ja_1a_7_nondefault_parameters.html
2020-11-02 22:27:17 ,          0.21 , 791 , GV$SYSTEM_PARAMETER2 , all_parameters, html , 00013_sqld360_323688_fgn8tub10g4ja_1a_8_all_parameters.html
2020-11-02 22:27:17 ,          0.01 , 8 , V$SPPARAMETER , parameter_file, html , 00014_sqld360_323688_fgn8tub10g4ja_1a_9_parameter_file.html
2020-11-02 22:27:17 ,          0.15 , 0 , GV$SYSTEM_PARAMETER2 , system_parameters_change_log, html , 00015_sqld360_323688_fgn8tub10g4ja_1a_10_system_parameters_change_log.html
2020-11-02 22:27:17 ,          0.01 , 13 , SYS.AUX_STATS$ , system_stats, html , 00016_sqld360_323688_fgn8tub10g4ja_1a_11_system_stats.html
2020-11-02 22:27:17 ,          0.01 , 0 , DBA_RSRC_IO_CALIBRATE , io_calibration, html , 00017_sqld360_323688_fgn8tub10g4ja_1a_12_io_calibration.html
2020-11-02 22:27:17 ,          0.00 , 0 , DBA_RSRC_IO_CALIBRATE , nondefault_fix_controls, html , 00018_sqld360_323688_fgn8tub10g4ja_1a_13_nondefault_fix_controls.html
2020-11-02 22:27:17 ,          0.05 , 1134 , V$SYSTEM_FIX_CONTROL , all_fix_controls, html , 00019_sqld360_323688_fgn8tub10g4ja_1a_14_all_fix_controls.html
2020-11-02 22:27:17 ,          0.01 , 28 , V$OPTIMIZER_PROCESSING_RATE , optimizer_processing_rate, html , 00020_sqld360_323688_fgn8tub10g4ja_1a_15_optimizer_processing_rate.html
2020-11-02 22:27:17 ,          0.00 , 17 , NLS_SESSION_PARAMETERS , session_parameters, html , 00021_sqld360_323688_fgn8tub10g4ja_1e_16_session_parameters.html
2020-11-02 22:27:17 ,          0.01 , 17 , NLS_INSTANCE_PARAMETERS , instance_parameters, html , 00022_sqld360_323688_fgn8tub10g4ja_1e_17_instance_parameters.html
2020-11-02 22:27:17 ,          0.01 , 20 , NLS_DATABASE_PARAMETERS , database_parameters, html , 00023_sqld360_323688_fgn8tub10g4ja_1e_18_database_parameters.html
2020-11-02 22:27:18 ,          0.11 , 16 , V$PARAMETER2 , systemwide_observations, html , 00024_sqld360_323688_fgn8tub10g4ja_1f_19_systemwide_observations.html
